_id,id,bbox,centroid,title,title_en,title_ne,type,code,district,district_en,municipal_en,cases_count
5e8c4ea33e4d8a5ecdb0b194,33015,"[85.0886982190703, 26.8671138064428, 85.1770503620533, 26.9334925097196]","{'type': 'Point', 'coordinates': [85.13553367542377, 26.89608856471896]}",Simraungadh,Simraungadh,सिम्रौनगढ,Municipality,simraungadhmun,33,Bara,Simraungadh Municipality,
5e8c4ea33e4d8a5ecdb0b195,36005,"[84.7487681111815, 28.1534978698197, 85.1266470742467, 28.4721213762501]","{'type': 'Point', 'coordinates': [84.92502022637201, 28.304694470044502]}",Dharche,Dharche,धार्चे,Rural Municipality,dharchemun,44,Gorkha,Dharche Rural Municipality,108.0
5e8c4ea33e4d8a5ecdb0b196,36008,"[84.4188530093874, 27.9367502538876, 84.5858266988335, 28.0894333818512]","{'type': 'Point', 'coordinates': [84.50616792102097, 28.01032753247788]}",Palungtar,Palungtar,पालुङटार,Municipality,palungtarmun,44,Gorkha,Palungtar Municipality,
5e8c4ea33e4d8a5ecdb0b197,36011,"[84.6496155814476, 28.0425042898935, 84.7997707639627, 28.3704938560155]","{'type': 'Point', 'coordinates': [84.73354606016471, 28.162620397342355]}",Sulikot,Sulikot,बारपाक सुलिकोट,Rural Municipality,sulikotmun,44,Gorkha,Sulikot Rural Municipality,
5e8c4ea33e4d8a5ecdb0b198,66002,"[81.9926861720903, 29.6348299274019, 82.4976345656177, 30.0754133388875]","{'type': 'Point', 'coordinates': [82.25132486762983, 29.848199124715585]}",Chankheli,Chankheli,चंखेली,Rural Municipality,chankhelimun,59,Humla,Chankheli Rural Municipality,
5e8c4ea33e4d8a5ecdb0b199,66004,"[81.2562642323406, 29.8871711716897, 81.9266852863104, 30.4472763312289]","{'type': 'Point', 'coordinates': [81.61043561976847, 30.17667942348516]}",Namkha,Namkha,नाम्खा,Rural Municipality,namkhamun,59,Humla,Namkha Rural Municipality,
5e8c4ea33e4d8a5ecdb0b19a,71001,"[80.994010597347, 28.6129746831706, 81.0797972547392, 28.7624579174149]","{'type': 'Point', 'coordinates': [81.04096969932742, 28.680341531785864]}",Bardagoriya,Bardagoriya,बर्दगोरिया,Rural Municipality,bardgoriyamun,67,Kailali,Bardagoriya Rural Municipality,
5e8c4ea33e4d8a5ecdb0b19b,71004,"[80.538172061523, 28.5659213768272, 80.7565030582423, 28.7845848225489]","{'type': 'Point', 'coordinates': [80.6547442950228, 28.693149812305652]}",Dhangadhi,Dhangadhi,धनगढी,Submetropolitan City,dhangadhimun,67,Kailali,Dhangadhi Submetropolitan City,2.0
5e8c4ea33e4d8a5ecdb0b19c,71006,"[80.8315401977246, 28.5874263168924, 81.0310447201496, 28.8354631206836]","{'type': 'Point', 'coordinates': [80.94001677537169, 28.705532441021706]}",Ghodaghodi,Ghodaghodi,घोडाघोडी,Municipality,ghodaghodimun,67,Kailali,Ghodaghodi Municipality,4.0
5e8c4ea33e4d8a5ecdb0b19d,71008,"[81.0403964375687, 28.5217794314129, 81.2605883499553, 28.6146621546338]","{'type': 'Point', 'coordinates': [81.14224739015131, 28.569511163999884]}",Janaki,Janaki,जानकी,Rural Municipality,janakimunkailali,67,Kailali,Janaki Rural Municipality,
5e8c4ea33e4d8a5ecdb0b19e,71010,"[80.715757099788, 28.4896265216723, 80.9118940791773, 28.7073176728001]","{'type': 'Point', 'coordinates': [80.80977380740158, 28.595770081946718]}",Kailari,Kailari,कैलारी,Rural Municipality,kailarimun,67,Kailali,Kailari Rural Municipality,
5e8c4ea33e4d8a5ecdb0b19f,71013,"[81.013049690163, 28.3945109653181, 81.1679840253952, 28.5540764029076]","{'type': 'Point', 'coordinates': [81.08659888293285, 28.485190958758647]}",Tikapur,Tikapur,टिकापुर,Municipality,tikapurmun,67,Kailali,Tikapur Municipality,
5e8c4ea33e4d8a5ecdb0b1a0,2001,"[87.8300543313339, 27.0935081156928, 88.0193626014004, 27.2445320160917]","{'type': 'Point', 'coordinates': [87.9266055572498, 27.17326283212461]}",Falelung,Falelung,फालेलुङ,Rural Municipality,phalelungmun,2,Panchthar,Falelung Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1a1,18005,"[85.7377143345881, 26.65560036779, 85.7973662769969, 26.7121914416474]","{'type': 'Point', 'coordinates': [85.76502706389886, 26.68746312369754]}",Ekdanra,Ekdanra,एकडारा,Rural Municipality,ekdaramun,18,Mahottari,Ekdanra Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1a2,18009,"[85.7831292686511, 26.6685854190042, 85.8486036607907, 26.7444084504932]","{'type': 'Point', 'coordinates': [85.81176561310458, 26.703494549398297]}",Mahottari,Mahottari,महोत्तरी,Rural Municipality,mahottarimun,18,Mahottari,Mahottari Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1a3,18012,"[85.8331131039761, 26.6473437705384, 85.9064954363533, 26.7582703124555]","{'type': 'Point', 'coordinates': [85.8684581320866, 26.694454186467343]}",Pipra,Pipra,पिपरा,Rural Municipality,pipramun,18,Mahottari,Pipra Rural Municipality,1.0
5e8c4ea33e4d8a5ecdb0b1a4,18014,"[85.7210004066526, 26.7694386967792, 85.7775318452795, 26.8564341538597]","{'type': 'Point', 'coordinates': [85.73526972372909, 26.81279514120898]}",Samsi,Samsi,साम्सी,Rural Municipality,samsimun,18,Mahottari,Samsi Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1a5,19011,"[85.4899216196376, 26.9637313553552, 85.5998766526089, 27.064883971179]","{'type': 'Point', 'coordinates': [85.54846832162976, 27.011273406090712]}",Haripur,Haripur,हरिपुर,Municipality,harionmun,19,Sarlahi,Haripur Municipality,548.0
5e8c4ea33e4d8a5ecdb0b1a6,24001,"[85.4602521879963, 27.6010887473675, 85.5638319539678, 27.6943191265912]","{'type': 'Point', 'coordinates': [85.51361593544274, 27.648341425370454]}",Banepa,Banepa,बनेपा,Municipality,banepamun,30,Kavrepalanchok,Banepa Municipality,
5e8c4ea33e4d8a5ecdb0b1a7,24004,"[85.7335343496782, 27.5003213698191, 85.8809912596494, 27.6432075921086]","{'type': 'Point', 'coordinates': [85.80512721916637, 27.5808108842169]}",Chaurideurali,Chaurideurali,चौंरीदेउराली,Rural Municipality,chaurideuralimun,30,Kavrepalanchok,Chaurideurali Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1a8,24006,"[85.4094103226013, 27.3685933408002, 85.5757106898093, 27.488204583206]","{'type': 'Point', 'coordinates': [85.4967538646029, 27.428756877472154]}",Khanikhola,Khanikhola,खानीखोला,Rural Municipality,khanikholamun,30,Kavrepalanchok,Khanikhola Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1a9,24009,"[85.5558277420222, 27.5092811983466, 85.7187001314436, 27.6036749044386]","{'type': 'Point', 'coordinates': [85.63978934638348, 27.55322511571306]}",Namobuddha,Namobuddha,नमोबुद्ध,Municipality,namobuddhamun,30,Kavrepalanchok,Namobuddha Municipality,19.0
5e8c4ea33e4d8a5ecdb0b1aa,24010,"[85.3869205693487, 27.52862368597, 85.5658231128143, 27.6371195299458]","{'type': 'Point', 'coordinates': [85.47827187752432, 27.577256663808953]}",Panauti,Panauti,पनौती,Municipality,panautimun,30,Kavrepalanchok,Panauti Municipality,
5e8c4ea33e4d8a5ecdb0b1ab,24013,"[85.6913416981543, 27.4386118280677, 85.821516639153, 27.5847175339282]","{'type': 'Point', 'coordinates': [85.75713436610586, 27.509665616819987]}",Temal,Temal,तेमाल,Rural Municipality,temalmun,30,Kavrepalanchok,Temal Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1ac,47002,"[83.5645247702138, 27.6621718084475, 83.7776546241391, 27.8719962214839]","{'type': 'Point', 'coordinates': [83.65638081088001, 27.756703727018355]}",Mathagadhi,Mathagadhi,माथागढी,Rural Municipality,mathagadhimun,39,Palpa,Mathagadhi Rural Municipality,556.0
5e8c4ea33e4d8a5ecdb0b1ad,47004,"[83.6791008939346, 27.7558378238166, 83.893149351776, 27.8920945524172]","{'type': 'Point', 'coordinates': [83.773721329215, 27.814127503772408]}",Purbakhola,Purbakhola,पुर्वखोला,Rural Municipality,purbakholamun,39,Palpa,Purbakhola Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1ae,47006,"[83.6321151251559, 27.809119658531, 83.7571859293751, 27.9275249304866]","{'type': 'Point', 'coordinates': [83.69258572722536, 27.869106710563262]}",Rambha,Rambha,रम्भा,Rural Municipality,rambhamun,39,Palpa,Rambha Rural Municipality,1.0
5e8c4ea33e4d8a5ecdb0b1af,46005,"[83.1464370034757, 28.0952575070006, 83.2604463219999, 28.2337353790749]","{'type': 'Point', 'coordinates': [83.21193159075965, 28.15700460904304]}",Isma,Isma,इस्मा,Rural Municipality,ismamun,41,Gulmi,Isma Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1b0,39001,"[83.7406069540814, 28.1125393522264, 83.857699897086, 28.2216899245922]","{'type': 'Point', 'coordinates': [83.79796196308014, 28.15657980811486]}",Aandhikhola,Aandhikhola,आँधिखोला,Rural Municipality,aandhikholamun,42,Syangja,Aandhikhola Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1b1,39004,"[83.8473105124583, 27.9113950637241, 83.9463493902629, 28.0752036309265]","{'type': 'Point', 'coordinates': [83.89736468751676, 28.00955596504518]}",Biruwa,Biruwa,बिरुवा,Rural Municipality,biruwamun,42,Syangja,Biruwa Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1b2,39006,"[83.5839913004992, 27.8985676069717, 83.7795415624285, 28.0183001748348]","{'type': 'Point', 'coordinates': [83.67226401037678, 27.95491650384722]}",Galyang,Galyang,गल्याङ,Municipality,galyangmun,42,Syangja,Galyang Municipality,
5e8c4ea33e4d8a5ecdb0b1b3,39009,"[83.809163760909, 28.1353475398377, 83.9271743993993, 28.2143808366683]","{'type': 'Point', 'coordinates': [83.86806302184235, 28.171954032191834]}",Phedikhola,Phedikhola,फेदीखोला,Rural Municipality,phedikholamun,42,Syangja,Phedikhola Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1b4,39010,"[83.7913783041089, 28.0313403661271, 84.004813390473, 28.1516117326023]","{'type': 'Point', 'coordinates': [83.89295219003844, 28.098462029131877]}",Putalibazar,Putalibazar,पुतलीबजार,Municipality,putalibazarmun,42,Syangja,Putalibazar Municipality,
5e8c4ea33e4d8a5ecdb0b1b5,38004,"[83.9670177184302, 27.9025923444572, 84.1633913494846, 28.0234824438502]","{'type': 'Point', 'coordinates': [84.0429145607285, 27.96557781419413]}",Bhimad,Bhimad,भिमाद,Municipality,bhimadmun,43,Tanahu,Bhimad Municipality,
5e8c4ea33e4d8a5ecdb0b1b6,62003,"[82.4331049394411, 29.0527255893955, 82.7964954870978, 29.428669031051]","{'type': 'Point', 'coordinates': [82.64656422214891, 29.24042004571128]}",Jagadulla,Jagadulla,जगदुल्ला,Rural Municipality,jagdullamun,57,Dolpa,Jagadulla Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1b7,61006,"[81.8200630318582, 28.636169184829, 82.0406521865749, 28.7470532492747]","{'type': 'Point', 'coordinates': [81.9247193482125, 28.685481808587717]}",Shiwalaya,Shiwalaya,शिवालय,Rural Municipality,shibalayamun,62,Jajarkot,Shiwalaya Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1b8,60003,"[81.5809995714643, 28.8399176855758, 81.7036942354109, 29.0499160617595]","{'type': 'Point', 'coordinates': [81.64286521249824, 28.95247870968115]}",Bhairabi,Bhairabi,भैरवी,Rural Municipality,bhairabimun,63,Dailekh,Bhairabi Rural Municipality,25.0
5e8c4ea33e4d8a5ecdb0b1b9,60011,"[81.4815790489365, 28.9324394942251, 81.6212341815058, 29.0536782506133]","{'type': 'Point', 'coordinates': [81.55090785974389, 29.00208420037362]}",Thantikandh,Thantikandh,ठाँटीकाँध,Rural Municipality,thantikandhmun,63,Dailekh,Thantikandh Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1ba,59002,"[81.5293439838601, 28.3699802418794, 81.836024119797, 28.5692362820359]","{'type': 'Point', 'coordinates': [81.69194677922198, 28.457611425333294]}",Bheriganga,Bheriganga,भेरीगंगा,Municipality,bherigangamun,64,Surkhet,Bheriganga Municipality,1.0
5e8c4ea33e4d8a5ecdb0b1bb,69003,"[81.1019992000941, 28.9023612696169, 81.3376929977049, 29.0505986469958]","{'type': 'Point', 'coordinates': [81.22811321425894, 28.975813494728804]}",Dhakari,Dhakari,ढकारी,Rural Municipality,dhakarimun,69,Achham,Dhakari Rural Municipality,1.0
5e8c4ea33e4d8a5ecdb0b1bc,69004,"[81.2493303724185, 29.0060439179646, 81.4275461732203, 29.1246885101138]","{'type': 'Point', 'coordinates': [81.33821150113513, 29.059941415464433]}",Kamalbazar,Kamalbazar,कमलबजार,Municipality,kamalbazarmun,69,Achham,Kamalbazar Municipality,
5e8c4ea33e4d8a5ecdb0b1bd,73001,"[80.4028694229099, 29.3092647704266, 80.6232704975184, 29.4185610097319]","{'type': 'Point', 'coordinates': [80.51776184712067, 29.361323096908947]}",Ajaymeru,Ajaymeru,अजयमेरु,Rural Municipality,ajayamerumun,74,Dadeldhura,Ajaymeru Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1be,73007,"[80.1844656606324, 29.0062478686618, 80.492003264422, 29.2531999545224]","{'type': 'Point', 'coordinates': [80.34474709352618, 29.128756185138347]}",Parashuram,Parashuram,परशुराम,Municipality,parshurammun,74,Dadeldhura,Parashuram Municipality,
5e8c4ea33e4d8a5ecdb0b1bf,72001,"[80.200773802462, 28.9096986129122, 80.3453345175694, 29.0585502562716]","{'type': 'Point', 'coordinates': [80.27064037664194, 28.99368719386942]}",Bedkot,Bedkot,बेदकोट,Municipality,bedkotmun,75,Kanchanpur,Bedkot Municipality,
5e8c4ea33e4d8a5ecdb0b1c0,72003,"[80.2185374127273, 28.743909386172, 80.31478647912, 28.8034382781106]","{'type': 'Point', 'coordinates': [80.26346723550158, 28.773515853950297]}",Beldandi,Beldandi,बेलडाँडी,Rural Municipality,beldandimun,75,Kanchanpur,Beldandi Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1c1,72008,"[80.3972420700048, 28.5518152175869, 80.5542620943766, 28.7268488860942]","{'type': 'Point', 'coordinates': [80.47703781148488, 28.64771880292701]}",Punarbas,Punarbas,पुनर्वास,Municipality,punarbasmun,75,Kanchanpur,Punarbas Municipality,
5e8c4ea33e4d8a5ecdb0b1c2,72009,"[80.3147244087962, 28.8036099198922, 80.4594520773208, 29.04771358781]","{'type': 'Point', 'coordinates': [80.37817844227132, 28.928749217622947]}",Shuklaphanta,Shuklaphanta,शुक्लाफाँटा,Municipality,shuklaphantamun,75,Kanchanpur,Shuklaphanta Municipality,
5e8c4ea33e4d8a5ecdb0b1c3,72099,"[80.0974760750919, 28.7330879765296, 80.3847450157336, 29.0542542204702]","{'type': 'Point', 'coordinates': [80.24078320523755, 28.866867820746602]}",Shuklaphanta National Park,Shuklaphanta National Park,,National Park,,75,Kanchanpur,Shuklaphanta National Park National Park,465.0
5e8c4ea33e4d8a5ecdb0b1c4,2003,"[87.6798530954303, 27.1504533677661, 87.8419791649027, 27.2913977797678]","{'type': 'Point', 'coordinates': [87.76269112941165, 27.22140280382932]}",Hilihang,Hilihang,हिलिहाङ,Rural Municipality,hilihangmun,2,Panchthar,Hilihang Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1c5,16003,"[86.3269438398155, 26.5931109781737, 86.416135987894, 26.6699606337756]","{'type': 'Point', 'coordinates': [86.36712916330454, 26.630308631047967]}",Bariyarpatti,Bariyarpatti,बरियारपट्टी,Rural Municipality,bariyapattimun,15,Siraha,Bariyarpatti Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1c6,16005,"[86.2101306955005, 26.7022115022956, 86.2944519665582, 26.7501806856785]","{'type': 'Point', 'coordinates': [86.2513247778174, 26.728932158991228]}",Bishnupur,Bishnupur,विष्णुपुर,Rural Municipality,bishnupurmunsiraha,15,Siraha,Bishnupur Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1c7,16007,"[86.271266666514, 26.7142701338242, 86.4071448608363, 26.8920653817225]","{'type': 'Point', 'coordinates': [86.34391730300196, 26.81478158475833]}",Golbazar,Golbazar,गोलबजार,Municipality,golbazarmun,15,Siraha,Golbazar Municipality,16.0
5e8c4ea33e4d8a5ecdb0b1c8,16008,"[86.1445221152452, 26.6954626685829, 86.2602548473123, 26.8140658610207]","{'type': 'Point', 'coordinates': [86.19971542472838, 26.76055524344578]}",Kalyanpur,Kalyanpur,कल्याणपुर,Municipality,kalyanpurmun,15,Siraha,Kalyanpur Municipality,
5e8c4ea33e4d8a5ecdb0b1c9,15003,"[86.6260679598884, 26.4491088899437, 86.708818043821, 26.5642431106864]","{'type': 'Point', 'coordinates': [86.67319214494067, 26.49547978093762]}",Belhi Chapena,Belhi Chapena,राजगढ़,Rural Municipality,belhichapenamun,16,Saptari,Belhi Chapena Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1ca,15006,"[86.6950845043532, 26.4223835197793, 86.7652460339658, 26.5083612683008]","{'type': 'Point', 'coordinates': [86.73166956040788, 26.46207957288851]}",Chhinnamasta,Chhinnamasta,छिन्नमस्ता,Rural Municipality,chhinnamastamun,16,Saptari,Chhinnamasta Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1cb,15007,"[86.5729897970314, 26.4753771031361, 86.6904235616156, 26.5863796003381]","{'type': 'Point', 'coordinates': [86.63048483273616, 26.530241948646243]}",Dakneshwori,Dakneshwori,डाक्नेश्वरी,Municipality,dakneshworimun,16,Saptari,Dakneshwori Municipality,
5e8c4ea33e4d8a5ecdb0b1cc,15008,"[86.7801806207038, 26.4390855423734, 86.9730134186986, 26.5848472657384]","{'type': 'Point', 'coordinates': [86.87630741271239, 26.51255225078719]}",Hanumannagar Kankalini,Hanumannagar Kankalini,हनुमाननगर कङ्‌कालिनी,Municipality,hanumannagarkankalinimun,16,Saptari,Hanumannagar Kankalini Municipality,
5e8c4ea33e4d8a5ecdb0b1cd,15010,"[86.5423469895145, 26.5629720915309, 86.6568075833125, 26.6999204017786]","{'type': 'Point', 'coordinates': [86.60466497765023, 26.640823601992686]}",Khadak,Khadak,खडक,Municipality,khadakmun,16,Saptari,Khadak Municipality,1.0
5e8c4ea33e4d8a5ecdb0b1ce,15013,"[86.6838566211457, 26.5573598897189, 86.7606598339166, 26.7123332943031]","{'type': 'Point', 'coordinates': [86.72973278492537, 26.61272133910749]}",Rupani,Rupani,रुपनी,Rural Municipality,rupanimun,16,Saptari,Rupani Rural Municipality,329.0
5e8c4ea33e4d8a5ecdb0b1cf,15015,"[86.6260448368504, 26.5443340635926, 86.7449509056406, 26.7098138230881]","{'type': 'Point', 'coordinates': [86.682106733291, 26.638243351178527]}",Shambhunath,Shambhunath,शम्भुनाथ,Municipality,shambhunathmun,16,Saptari,Shambhunath Municipality,27.0
5e8c4ea33e4d8a5ecdb0b1d0,28002,"[85.0619021253954, 27.8528106391921, 85.2288282618899, 27.9860851734275]","{'type': 'Point', 'coordinates': [85.13607411896302, 27.925868921501536]}",Bidur,Bidur,विदुर,Municipality,bidurmun,25,Nuwakot,Bidur Municipality,1.0
5e8c4ea33e4d8a5ecdb0b1d1,33014,"[84.9100571614389, 27.0189083747742, 84.9999154245805, 27.076932571491]","{'type': 'Point', 'coordinates': [84.95287987355024, 27.047362163522866]}",Prasauni,Prasauni,प्रसौनी,Rural Municipality,prasaunimun,33,Bara,Prasauni Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1d2,35004,"[84.5135516413279, 27.5476112270892, 84.6432410711885, 27.6849983866753]","{'type': 'Point', 'coordinates': [84.57118542209622, 27.60575823863787]}",Khairahani,Khairahani,खैरहनी,Municipality,khairahanimun,35,Chitwan,Khairahani Municipality,
5e8c4ea33e4d8a5ecdb0b1d3,46007,"[83.0218985820951, 28.1067659055868, 83.124802944809, 28.2436812892899]","{'type': 'Point', 'coordinates': [83.07301488250032, 28.176078278115536]}",Madane,Madane,मदाने,Rural Municipality,madanemun,41,Gulmi,Madane Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1d4,46009,"[83.1767232737216, 28.101560281081, 83.3844109585871, 28.2679997489799]","{'type': 'Point', 'coordinates': [83.29174995508033, 28.167044667727946]}",Musikot,Musikot,मुसिकोट,Municipality,musikotmungulmi,41,Gulmi,Musikot Municipality,
5e8c4ea33e4d8a5ecdb0b1d5,46012,"[83.3838307572865, 27.963939850782, 83.5499747875797, 28.0964280478044]","{'type': 'Point', 'coordinates': [83.4682289594357, 28.03146112520002]}",Satyawati,Satyawati,सत्यवती,Rural Municipality,satyawatimun,41,Gulmi,Satyawati Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1d6,38006,"[84.2924675315599, 27.741222131644, 84.4719991513594, 27.8802356663396]","{'type': 'Point', 'coordinates': [84.3721487261601, 27.81043167633434]}",Devghat,Devghat,देवघाट,Rural Municipality,devghatmun,43,Tanahu,Devghat Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1d7,36001,"[84.7417637067664, 28.0393763315445, 84.9722830253257, 28.1993080934081]","{'type': 'Point', 'coordinates': [84.85017647061328, 28.12067396642453]}",Aarughat,Aarughat,आरूघाट,Rural Municipality,aarughatmun,44,Gorkha,Aarughat Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1d8,36009,"[84.5403150867176, 27.8579329743785, 84.739767798701, 27.9980124001417]","{'type': 'Point', 'coordinates': [84.63339570419012, 27.92621498963495]}",Sahid Lakhan,Sahid Lakhan,शहिद लखन,Rural Municipality,shahidlakhanmun,44,Gorkha,Sahid Lakhan Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1d9,37006,"[84.2357438985953, 28.2509846524292, 84.6166905708937, 28.5102678481381]","{'type': 'Point', 'coordinates': [84.41625579030271, 28.384473773011077]}",Marsyangdi,Marsyangdi,मर्स्याङदी,Rural Municipality,marsyangdimun,45,Lamjung,Marsyangdi Rural Municipality,92.0
5e8c4ea33e4d8a5ecdb0b1da,41002,"[84.021887264812, 28.5672147108943, 84.4460002404745, 28.9004527054085]","{'type': 'Point', 'coordinates': [84.23058194098726, 28.769464700530698]}",Narphu,Narphu,नार्पा भूमि,Rural Municipality,narpabhumimun,47,Manang,Narphu Rural Municipality,1.0
5e8c4ea33e4d8a5ecdb0b1db,43001,"[83.5727270011335, 28.3481355440701, 83.8715882807727, 28.6932570673026]","{'type': 'Point', 'coordinates': [83.70910792653943, 28.52984764116861]}",Annapurna,Annapurna,अन्नपूर्ण,Rural Municipality,annapurnamunmyagdi,49,Myagdi,Annapurna Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1dc,43006,"[83.4205501527431, 28.3745014343387, 83.6174695325064, 28.6974552141291]","{'type': 'Point', 'coordinates': [83.51773981153627, 28.532936172778825]}",Raghuganga,Raghuganga,रघुगंगा,Rural Municipality,raghugangamun,49,Myagdi,Raghuganga Rural Municipality,36.0
5e8c4ea33e4d8a5ecdb0b1dd,62006,"[82.7019867591092, 29.0398412423005, 83.2677136270041, 29.7064485543897]","{'type': 'Point', 'coordinates': [82.9652710125383, 29.382115203985585]}",Shey Phoksundo,Shey Phoksundo,शे फोक्सुण्डो,Rural Municipality,shephoksundomun,57,Dolpa,Shey Phoksundo Rural Municipality,5.0
5e8c4ea33e4d8a5ecdb0b1de,59003,"[81.5331658922107, 28.5056718599904, 81.776374947732, 28.6922484552722]","{'type': 'Point', 'coordinates': [81.63452469761843, 28.602326178263894]}",Birendranagar,Birendranagar,बीरेन्द्रनगर,Municipality,birendranagarmun,64,Surkhet,Birendranagar Municipality,547.0
5e8c4ea33e4d8a5ecdb0b1df,59005,"[81.745728087833, 28.5307604269429, 81.9187681965774, 28.7241090760363]","{'type': 'Point', 'coordinates': [81.8316199822898, 28.620713720766265]}",Chingad,Chingad,चिङ्गाड,Rural Municipality,chingadmun,64,Surkhet,Chingad Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1e0,69010,"[81.2953064749751, 28.7482784093156, 81.5820373826944, 29.0247231130107]","{'type': 'Point', 'coordinates': [81.48808058523721, 28.886534347281234]}",Turmakhad,Turmakhad,तुर्माखाँद,Rural Municipality,turmakhadmun,69,Achham,Turmakhad Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1e1,76003,"[83.9980717370632, 27.7639416585248, 84.1210808086726, 27.8698765972561]","{'type': 'Point', 'coordinates': [84.06367526466408, 27.812295452539573]}",Bungdikali,Bungdikali,बौदीकाली,Rural Municipality,baudikalimun,481,Nawalparasi East,Bungdikali Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1e2,76004,"[84.1478579870304, 27.6509299568565, 84.2617760975888, 27.7771276807812]","{'type': 'Point', 'coordinates': [84.20559282053597, 27.715609778225268]}",Devchuli,Devchuli,देवचुली,Municipality,devchulimun,481,Nawalparasi East,Devchuli Municipality,
5e8c4ea33e4d8a5ecdb0b1e3,76005,"[84.2462849719675, 27.6672480924743, 84.431360294216, 27.7982960435142]","{'type': 'Point', 'coordinates': [84.32936214846724, 27.72983901063315]}",Gaidakot,Gaidakot,गैंडाकोट,Municipality,gaindakotmun,481,Nawalparasi East,Gaidakot Municipality,
5e8c4ea33e4d8a5ecdb0b1e4,76008,"[83.895718322501, 27.5407353043532, 84.079134328016, 27.729629191759]","{'type': 'Point', 'coordinates': [83.9802300344439, 27.628160962843758]}",Madhyabindu,Madhyabindu,मध्यविन्दु,Municipality,madhyabindumun,481,Nawalparasi East,Madhyabindu Municipality,
5e8c4ea33e4d8a5ecdb0b1e5,69099,"[81.1349238359414, 29.2946754914751, 81.2253566092031, 29.3866712403906]","{'type': 'Point', 'coordinates': [81.16876962279888, 29.34403394346729]}",Khaptad National Park,Khaptad National Park,,National Park,,69,Achham,Khaptad National Park National Park,
5e8c4ea33e4d8a5ecdb0b1e6,15099,"[86.9187365618188, 26.5688647777308, 87.0145939355117, 26.7108865394866]","{'type': 'Point', 'coordinates': [86.97074962884541, 26.642044585629264]}",Koshi Tappu,Koshi Tappu,,Wieldlife Reserve,,16,Saptari,Koshi Tappu Wieldlife Reserve,
5e8c4ea33e4d8a5ecdb0b1e7,2006,"[87.6846819170782, 27.0546345106468, 87.9173149488361, 27.1853567230559]","{'type': 'Point', 'coordinates': [87.7993810728232, 27.116915423950594]}",Phidim,Phidim,फिदिम,Municipality,phidimmun,2,Panchthar,Phidim Municipality,7.0
5e8c4ea33e4d8a5ecdb0b1e8,3009,"[87.8603148882065, 26.988003234979, 88.0498123664753, 27.106266902088]","{'type': 'Point', 'coordinates': [87.95464518877814, 27.0505043564854]}",Sandakpur,Sandakpur,सन्दकपुर,Rural Municipality,sandakpurmun,3,Ilam,Sandakpur Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1e9,4007,"[87.6357086476981, 26.4692356936353, 87.7926931993217, 26.6285305077414]","{'type': 'Point', 'coordinates': [87.70501686898355, 26.53256484209302]}",Gauradhaha,Gauradhaha,गौरादह,Municipality,gauradahamun,4,Jhapa,Gauradhaha Municipality,
5e8c4ea33e4d8a5ecdb0b1ea,4011,"[87.8986887590738, 26.361181055769, 88.0885705766755, 26.469539160458]","{'type': 'Point', 'coordinates': [87.99957004873077, 26.42371684631273]}",Kachankawal,Kachankawal,कचनकवल,Rural Municipality,kachankawalmun,4,Jhapa,Kachankawal Rural Municipality,
5e8c4ea33e4d8a5ecdb0b1eb,5002,"[87.2385904349898, 26.3726989701931, 87.3243979825532, 26.5122005805835]","{'type': 'Point', 'coordinates': [87.27721567619342, 26.449432670637346]}",Biratnagar,Biratnagar,विराटनगर,Metropolitan City,biratnagarmun,5,Morang,Biratnagar Metropolitan City,3.0
