date,province,district_name,cases_count
2020-07-09,2,Dhanusa,2
2020-07-09,2,Saptari,2
2020-07-09,2,Sarlahi,1
2020-07-09,2,Siraha,4
2020-07-09,3,Chitwan,4
2020-07-09,3,Kathmandu,5
2020-07-09,3,Makwanpur,1
2020-07-09,3,Nuwakot,1
2020-07-09,3,Sindhupalchok,1
2020-07-09,4,Baglung,3
2020-07-09,4,Gorkha,2
2020-07-09,4,Kaski,4
2020-07-09,4,Lamjung,5
2020-07-09,4,Myagdi,2
2020-07-09,4,Nawalparasi East,1
2020-07-09,4,Tanahu,1
2020-07-09,5,Banke,2
2020-07-09,5,Dang,7
2020-07-09,6,Dailekh,3
2020-07-09,6,Mugu,2
2020-07-09,6,Surkhet,18
2020-07-09,7,Achham,4
2020-07-09,7,Bajhang,16
2020-07-09,7,Bajura,2
2020-07-09,7,Darchula,1
2020-07-09,7,Doti,2
2020-07-09,7,Kailali,8
2020-07-09,7,Kanchanpur,2
2020-07-10,1,Ilam,2
2020-07-10,1,Panchthar,2
2020-07-10,2,Dhanusa,4
2020-07-10,2,Mahottari,4
2020-07-10,2,Rautahat,2
2020-07-10,2,Sarlahi,8
2020-07-10,2,Siraha,2
2020-07-10,3,Bhaktapur,1
2020-07-10,3,Chitwan,1
2020-07-10,3,Dhading,1
2020-07-10,3,Kathmandu,28
2020-07-10,3,Kavrepalanchok,2
2020-07-10,3,Lalitpur,13
2020-07-10,3,Makwanpur,1
2020-07-10,3,Ramechhap,1
2020-07-10,3,Rasuwa,1
2020-07-10,3,Sindhuli,1
2020-07-10,3,Sindhupalchok,1
2020-07-10,4,Baglung,2
2020-07-10,4,Gorkha,1
2020-07-10,4,Tanahu,8
2020-07-10,5,Banke,1
2020-07-10,5,Gulmi,6
2020-07-10,5,Nawalparasi West,2
2020-07-10,5,Palpa,4
2020-07-10,5,Rupandehi,1
2020-07-10,6,Dailekh,2
2020-07-10,6,Dolpa,1
2020-07-10,6,Salyan,1
2020-07-10,6,Surkhet,11
2020-07-10,7,Bajura,1
2020-07-10,7,Doti,1
2020-07-10,7,Kailali,1
2020-07-11,1,Jhapa,2
2020-07-11,1,Morang,3
2020-07-11,1,Sunsari,4
2020-07-11,1,Udayapur,4
2020-07-11,2,Rautahat,1
2020-07-11,2,Sarlahi,3
2020-07-11,2,Siraha,1
2020-07-11,3,Chitwan,1
2020-07-11,3,Dhading,3
2020-07-11,3,Kathmandu,3
2020-07-11,3,Nuwakot,1
2020-07-11,3,Sindhuli,1
2020-07-11,3,Sindhupalchok,5
2020-07-11,4,Baglung,3
2020-07-11,4,Kaski,2
2020-07-11,4,Myagdi,2
2020-07-11,4,Parbat,1
2020-07-11,4,Syangja,4
2020-07-11,4,Tanahu,4
2020-07-11,5,Banke,2
2020-07-11,5,Bardiya,2
2020-07-11,5,Dang,5
2020-07-11,5,Palpa,1
2020-07-11,6,Jumla,2
2020-07-11,6,Rukum West,1
2020-07-11,6,Salyan,1
2020-07-11,6,Surkhet,3
2020-07-11,7,Achham,1
2020-07-11,7,Kanchanpur,4
2020-07-12,1,Jhapa,1
2020-07-12,1,Morang,2
2020-07-12,1,Solukhumbu,1
2020-07-12,2,Dhanusa,19
2020-07-12,2,Sarlahi,1
2020-07-12,3,Chitwan,5
2020-07-12,3,Kathmandu,5
2020-07-12,3,Lalitpur,1
2020-07-12,3,Makwanpur,1
2020-07-12,3,Sindhuli,1
2020-07-12,3,Sindhupalchok,1
2020-07-12,4,Baglung,2
2020-07-12,4,Gorkha,1
2020-07-12,4,Lamjung,2
2020-07-12,4,Nawalparasi East,1
2020-07-12,4,Parbat,2
2020-07-12,4,Syangja,1
2020-07-12,4,Tanahu,6
2020-07-12,5,Gulmi,1
2020-07-12,5,Palpa,1
2020-07-12,6,Dailekh,1
2020-07-12,6,Kalikot,7
2020-07-12,6,Rukum West,2
2020-07-12,6,Surkhet,11
2020-07-12,7,Bajhang,1
2020-07-12,7,Dadeldhura,2
2020-07-12,7,Darchula,1
2020-07-12,7,Kailali,2
2020-07-13,1,Jhapa,4
2020-07-13,1,Morang,1
2020-07-13,1,Sunsari,1
2020-07-13,2,Dhanusa,27
2020-07-13,2,Mahottari,4
2020-07-13,2,Rautahat,9
2020-07-13,2,Saptari,1
2020-07-13,3,Bhaktapur,1
2020-07-13,3,Dolakha,1
2020-07-13,3,Kathmandu,3
2020-07-13,3,Kavrepalanchok,1
2020-07-13,3,Lalitpur,5
2020-07-13,3,Makwanpur,1
2020-07-13,3,Sindhuli,1
2020-07-13,4,Baglung,2
2020-07-13,4,Myagdi,2
2020-07-13,4,Parbat,1
2020-07-13,4,Syangja,1
2020-07-13,4,Tanahu,2
2020-07-13,5,Banke,1
2020-07-13,5,Bardiya,2
2020-07-13,5,Dang,2
2020-07-13,5,Kapilbastu,9
2020-07-13,6,Dailekh,2
2020-07-13,6,Jajarkot,1
2020-07-13,6,Rukum West,2
2020-07-13,6,Surkhet,41
2020-07-13,7,Achham,1
2020-07-13,7,Baitadi,2
2020-07-13,7,Bajhang,2
2020-07-13,7,Kailali,11
2020-07-14,1,Dhankuta,3
2020-07-14,1,Ilam,2
2020-07-14,1,Jhapa,1
2020-07-14,1,Okhaldhunga,1
2020-07-14,1,Sunsari,1
2020-07-14,1,Terhathum,1
2020-07-14,2,Dhanusa,21
2020-07-14,2,Mahottari,19
2020-07-14,2,Parsa,2
2020-07-14,2,Rautahat,1
2020-07-14,2,Siraha,1
2020-07-14,3,Kathmandu,2
2020-07-14,3,Kavrepalanchok,2
2020-07-14,3,Nuwakot,1
2020-07-14,3,Sindhuli,1
2020-07-14,3,Sindhupalchok,1
2020-07-14,4,Gorkha,2
2020-07-14,4,Nawalparasi East,3
2020-07-14,5,Arghakhanchi,3
2020-07-14,5,Banke,1
2020-07-14,5,Bardiya,1
2020-07-14,5,Dang,5
2020-07-14,5,Palpa,4
2020-07-14,5,Pyuthan,3
2020-07-14,5,Rolpa,3
2020-07-14,6,Dailekh,6
2020-07-14,6,Jumla,4
2020-07-14,6,Surkhet,1
2020-07-14,7,Achham,14
2020-07-14,7,Kailali,5
2020-07-14,7,Kanchanpur,1
2020-07-15,1,Dhankuta,1
2020-07-15,1,Morang,1
2020-07-15,1,Taplejung,1
2020-07-15,2,Dhanusa,6
2020-07-15,2,Rautahat,5
2020-07-15,2,Saptari,13
2020-07-15,3,Chitwan,8
2020-07-15,3,Dhading,1
2020-07-15,3,Kathmandu,7
2020-07-15,3,Nuwakot,1
2020-07-15,3,Sindhupalchok,1
2020-07-15,4,Gorkha,1
2020-07-15,4,Kaski,3
2020-07-15,4,Myagdi,9
2020-07-15,4,Nawalparasi East,11
2020-07-15,4,Tanahu,3
2020-07-15,5,Palpa,1
2020-07-15,6,Dailekh,3
2020-07-15,6,Jajarkot,1
2020-07-15,6,Jumla,2
2020-07-15,6,Mugu,1
2020-07-15,6,Salyan,5
2020-07-15,6,Surkhet,28
2020-07-15,7,Achham,1
2020-07-15,7,Dadeldhura,2
2020-07-16,1,Ilam,6
2020-07-16,1,Jhapa,4
2020-07-16,1,Morang,3
2020-07-16,1,Okhaldhunga,15
2020-07-16,1,Sunsari,4
2020-07-16,1,Udayapur,1
2020-07-16,2,Bara,1
2020-07-16,2,Dhanusa,27
2020-07-16,2,Parsa,2
2020-07-16,2,Rautahat,12
2020-07-16,3,Kathmandu,1
2020-07-16,3,Makwanpur,3
2020-07-16,4,Baglung,2
2020-07-16,4,Nawalparasi East,17
2020-07-16,4,Syangja,1
2020-07-16,5,Banke,8
2020-07-16,5,Bardiya,1
2020-07-16,5,Dang,1
2020-07-16,5,Pyuthan,1
2020-07-16,5,Rupandehi,1
2020-07-16,6,Dailekh,6
2020-07-16,6,Jajarkot,2
2020-07-16,6,Mugu,1
2020-07-16,6,Rukum West,1
2020-07-16,6,Salyan,2
2020-07-16,6,Surkhet,3
2020-07-16,7,Achham,4
2020-07-16,7,Bajhang,1
2020-07-16,7,Dadeldhura,8
2020-07-16,7,Kailali,14
2020-07-16,7,Kanchanpur,14
2020-07-17,1,Jhapa,2
2020-07-17,1,Morang,2
2020-07-17,2,Bara,3
2020-07-17,2,Dhanusa,8
2020-07-17,2,Parsa,2
2020-07-17,2,Rautahat,8
2020-07-17,2,Saptari,1
2020-07-17,3,Bhaktapur,2
2020-07-17,3,Kathmandu,1
2020-07-17,3,Kavrepalanchok,1
2020-07-17,3,Makwanpur,1
2020-07-17,3,Nuwakot,2
2020-07-17,3,Sindhuli,1
2020-07-17,4,Lamjung,22
2020-07-17,4,Nawalparasi East,3
2020-07-17,4,Tanahu,7
2020-07-17,5,Bardiya,10
2020-07-17,5,Dang,5
2020-07-17,5,Palpa,1
2020-07-17,5,Rolpa,13
2020-07-17,5,Rupandehi,1
2020-07-17,6,Rukum West,1
2020-07-17,6,Salyan,1
2020-07-17,7,Bajhang,1
2020-07-17,7,Dadeldhura,1
2020-07-17,7,Doti,1
