date,province,district_name,municipality_name,cases_count
2020-04-08,3,Dhading,Nilakantha Municipality,1
2020-04-08,3,Kathmandu,Kathmandu Metropolitan City,2
2020-04-08,4,Baglung,Baglung Municipality,2
2020-04-08,7,Kailali,Dhangadhi Submetropolitan City,1
2020-04-08,7,Kailali,Mohanyal Rural Municipality,2
2020-04-08,7,Kanchanpur,Shuklaphanta National Park National Park,1
2020-04-12,2,Parsa,Birgunj Metropolitan City,3
2020-04-13,2,Rautahat,Gujara Municipality,1
2020-04-13,7,Kailali,Dhangadhi Submetropolitan City,1
2020-04-14,3,Kathmandu,Kageshwori Manahora Municipality,2
2020-04-17,1,Udayapur,Triyuga Municipality,12
2020-04-17,3,Chitwan,Bharatpur Metropolitan City,2
2020-04-18,1,Udayapur,Triyuga Municipality,1
2020-04-21,1,Udayapur,Triyuga Municipality,11
2020-04-22,1,Udayapur,Triyuga Municipality,3
2020-04-23,1,Bhojpur,Bhojpur Municipality,1
2020-04-23,1,Udayapur,Triyuga Municipality,1
2020-04-23,2,Dhanusa,Janakpur Submetropolitan City,1
2020-04-25,1,Jhapa,Kankai Municipality,1
2020-04-26,1,Jhapa,Kankai Municipality,1
2020-04-26,2,Parsa,Birgunj Metropolitan City,2
2020-04-28,2,Rautahat,Gujara Municipality,2
2020-04-29,2,Bara,Jitpur Simara Submetropolitan City,2
2020-04-29,2,Parsa,Birgunj Metropolitan City,1
2020-05-01,5,Banke,Nepalgunj Submetropolitan City,1
2020-05-01,5,Rupandehi,Sudhdhodhan Rural Municipality,1
2020-05-03,2,Parsa,Parsagadhi Municipality,1
2020-05-03,5,Banke,Nepalgunj Submetropolitan City,15
2020-05-05,5,Banke,Nepalgunj Submetropolitan City,7
2020-05-06,2,Parsa,Parsagadhi Municipality,7
2020-05-06,2,Parsa,Paterwasugauli Rural Municipality,2
2020-05-06,2,Parsa,SakhuwaPrasauni Rural Municipality,8
2020-05-07,5,Kapilbastu,Buddhabhumi Municipality,2
2020-05-08,5,Banke,Nepalgunj Submetropolitan City,1
2020-05-09,1,Udayapur,Triyuga Municipality,3
2020-05-09,2,Parsa,Parsagadhi Municipality,1
2020-05-09,5,Kapilbastu,Buddhabhumi Municipality,3
2020-05-10,1,Udayapur,Triyuga Municipality,1
2020-05-11,2,Saptari,Rupani Rural Municipality,1
2020-05-11,5,Bardiya,Barbardiya Municipality,1
2020-05-11,5,Kapilbastu,Buddhabhumi Municipality,16
2020-05-11,5,Rupandehi,Butwal Submetropolitan City,1
2020-05-11,5,Rupandehi,Siyari Rural Municipality,1
2020-05-11,5,Rupandehi,Sudhdhodhan Rural Municipality,4
2020-05-12,2,Bara,Jitpur Simara Submetropolitan City,1
2020-05-12,2,Dhanusa,Janakpur Submetropolitan City,2
2020-05-12,2,Mahottari,Aurahi Municipality,2
2020-05-12,2,Parsa,Parsagadhi Municipality,19
2020-05-12,2,Parsa,Paterwasugauli Rural Municipality,4
2020-05-12,2,Parsa,SakhuwaPrasauni Rural Municipality,34
2020-05-12,2,Sarlahi,Haripur Municipality,1
2020-05-12,3,Bhaktapur,Changunarayan Municipality,2
2020-05-12,3,Kathmandu,Budhanilakantha Municipality,1
2020-05-12,5,Kapilbastu,Buddhabhumi Municipality,8
2020-05-12,5,Rupandehi,Siyari Rural Municipality,4
2020-05-12,5,Rupandehi,Sudhdhodhan Rural Municipality,5
2020-05-13,2,Parsa,Parsagadhi Municipality,2
2020-05-13,2,Parsa,SakhuwaPrasauni Rural Municipality,1
2020-05-13,5,Banke,Rapti Sonari Rural Municipality,1
2020-05-13,5,Kapilbastu,Buddhabhumi Municipality,9
2020-05-13,5,Nawalparasi West,Bardaghat Municipality,1
2020-05-13,5,Rupandehi,Butwal Submetropolitan City,2
2020-05-13,5,Rupandehi,Siyari Rural Municipality,4
2020-05-13,5,Rupandehi,Sudhdhodhan Rural Municipality,6
2020-05-14,2,Dhanusa,Janakpur Submetropolitan City,1
2020-05-14,3,Dhading,Nilakantha Municipality,1
2020-05-14,3,Kathmandu,Budhanilakantha Municipality,1
2020-05-14,3,Kathmandu,Chandragiri Municipality,1
2020-05-14,4,Nawalparasi East,Binayee Tribeni Rural Municipality,1
2020-05-14,5,Kapilbastu,Buddhabhumi Municipality,1
2020-05-15,1,Udayapur,Triyuga Municipality,1
2020-05-15,2,Parsa,Parsagadhi Municipality,4
2020-05-15,3,Kathmandu,Budhanilakantha Municipality,1
2020-05-15,3,Makwanpur,Bhimphedi Rural Municipality,1
2020-05-15,5,Banke,Rapti Sonari Rural Municipality,8
2020-05-15,5,Dang,Tulsipur Submetropolitan City,3
2020-05-16,2,Dhanusa,Janakpur Submetropolitan City,2
2020-05-16,2,Mahottari,Aurahi Municipality,1
2020-05-16,2,Parsa,Parsagadhi Municipality,2
2020-05-16,2,Sarlahi,Chandranagar Rural Municipality,1
2020-05-16,2,Siraha,Naraha Rural Municipality,1
2020-05-16,3,Chitwan,Bharatpur Metropolitan City,1
2020-05-16,3,Kavrepalanchok,Dhulikhel Municipality,1
2020-05-16,3,Sindhupalchok,Panchpokhari Thangpal Rural Municipality,1
2020-05-16,5,Bardiya,Barbardiya Municipality,1
2020-05-16,5,Kapilbastu,Buddhabhumi Municipality,3
2020-05-17,1,Dhankuta,Dhankuta Municipality,1
2020-05-17,1,Morang,Biratnagar Metropolitan City,2
2020-05-17,2,Rautahat,Brindaban Municipality,3
2020-05-17,2,Rautahat,Chandrapur Municipality,2
2020-05-17,2,Rautahat,Gujara Municipality,5
2020-05-17,5,Banke,Narainapur Rural Municipality,1
2020-05-18,1,Jhapa,Kankai Municipality,1
2020-05-18,1,Khotang,Rupakot Majhuwagadhi Municipality,1
2020-05-18,1,Morang,Belbari Municipality,1
2020-05-18,1,Sunsari,Inaruwa Municipality,1
2020-05-18,2,Bara,Jitpur Simara Submetropolitan City,1
2020-05-18,2,Dhanusa,Janakpur Submetropolitan City,3
2020-05-18,2,Rautahat,Brindaban Municipality,2
2020-05-18,2,Rautahat,Chandrapur Municipality,1
2020-05-18,2,Rautahat,Gujara Municipality,6
2020-05-18,3,Dhading,Nilakantha Municipality,1
2020-05-18,5,Banke,Duduwa Rural Municipality,3
2020-05-18,5,Banke,Kohalpur Municipality,19
2020-05-18,5,Banke,Nepalgunj Submetropolitan City,5
2020-05-18,5,Banke,Rapti Sonari Rural Municipality,32
2020-05-18,5,Dang,Tulsipur Submetropolitan City,1
2020-05-18,5,Gulmi,Resunga Municipality,1
2020-05-18,6,Dailekh,Bhairabi Rural Municipality,1
2020-05-19,1,Jhapa,Barhadashi Rural Municipality,1
2020-05-19,1,Jhapa,Kankai Municipality,5
2020-05-19,1,Jhapa,Shivasataxi Municipality,3
2020-05-19,1,Morang,Belbari Municipality,1
2020-05-19,1,Sunsari,Itahari Submetropolitan City,1
2020-05-19,2,Sarlahi,Chandranagar Rural Municipality,1
2020-05-19,2,Sarlahi,Kabilasi Municipality,1
2020-05-19,3,Bhaktapur,Changunarayan Municipality,1
2020-05-19,3,Kathmandu,Budhanilakantha Municipality,1
2020-05-19,3,Kathmandu,Kathmandu Metropolitan City,2
2020-05-19,3,Lalitpur,Konjyosom Rural Municipality,1
2020-05-19,3,Makwanpur,Kailash Rural Municipality,1
2020-05-19,3,Ramechhap,Ramechhap Municipality,1
2020-05-19,3,Sindhuli,Kamalamai Municipality,1
2020-05-19,4,Lamjung,Marsyangdi Rural Municipality,1
2020-05-19,5,Kapilbastu,Buddhabhumi Municipality,2
2020-05-19,5,Kapilbastu,Maharajgunj Municipality,1
2020-05-19,5,Kapilbastu,Shivaraj Municipality,1
2020-05-19,5,Nawalparasi West,Sunwal Municipality,1
2020-05-20,1,Dhankuta,Chhathar Jorpati Rural Municipality,1
2020-05-20,1,Dhankuta,Dhankuta Municipality,4
2020-05-20,5,Banke,Kohalpur Municipality,1
2020-05-20,5,Banke,Nepalgunj Submetropolitan City,1
2020-05-20,5,Banke,Rapti Sonari Rural Municipality,4
2020-05-20,5,Kapilbastu,Buddhabhumi Municipality,11
2020-05-20,5,Kapilbastu,Shivaraj Municipality,2
2020-05-20,5,Nawalparasi West,Sarawal Rural Municipality,1
2020-05-21,1,Dhankuta,Dhankuta Municipality,1
2020-05-21,1,Jhapa,Barhadashi Rural Municipality,1
2020-05-21,1,Jhapa,Kankai Municipality,22
2020-05-21,1,Sunsari,Inaruwa Municipality,1
2020-05-21,5,Banke,Rapti Sonari Rural Municipality,2
2020-05-21,5,Dang,Tulsipur Submetropolitan City,1
2020-05-21,5,Kapilbastu,Buddhabhumi Municipality,1
2020-05-21,5,Rupandehi,Sudhdhodhan Rural Municipality,1
2020-05-22,1,Morang,Biratnagar Metropolitan City,1
2020-05-22,2,Bara,Jitpur Simara Submetropolitan City,3
2020-05-22,2,Bara,Kalaiya Submetropolitan City,2
2020-05-22,2,Bara,Kolhabi Municipality,1
2020-05-22,2,Saptari,Shambhunath Municipality,1
2020-05-22,2,Sarlahi,Chakraghatta Rural Municipality,1
2020-05-22,2,Sarlahi,Chandranagar Rural Municipality,8
2020-05-22,2,Sarlahi,Ishworpur Municipality,3
2020-05-22,2,Sarlahi,Kabilasi Municipality,3
2020-05-22,3,Bhaktapur,Changunarayan Municipality,1
2020-05-22,3,Chitwan,Bharatpur Metropolitan City,2
2020-05-22,3,Makwanpur,Bhimphedi Rural Municipality,1
2020-05-22,4,Nawalparasi East,Binayee Tribeni Rural Municipality,1
2020-05-22,5,Banke,Kohalpur Municipality,4
2020-05-22,5,Banke,Rapti Sonari Rural Municipality,10
2020-05-22,5,Kapilbastu,Buddhabhumi Municipality,8
2020-05-22,5,Kapilbastu,Maharajgunj Municipality,1
2020-05-22,5,Nawalparasi West,Ramgram Municipality,1
2020-05-22,5,Nawalparasi West,Sarawal Rural Municipality,2
2020-05-22,7,Baitadi,Patan Municipality,1
2020-05-22,7,Dadeldhura,Alital Rural Municipality,1
2020-05-22,7,Kailali,Ghodaghodi Municipality,2
2020-05-22,7,Kailali,Mohanyal Rural Municipality,1
2020-05-23,1,Jhapa,Shivasataxi Municipality,1
2020-05-23,2,Bara,Jitpur Simara Submetropolitan City,1
2020-05-23,2,Sarlahi,Bramhapuri Rural Municipality,1
2020-05-23,2,Sarlahi,Chakraghatta Rural Municipality,1
2020-05-23,2,Sarlahi,Chandranagar Rural Municipality,1
2020-05-23,2,Sarlahi,Haripur Municipality,2
2020-05-23,2,Sarlahi,Ishworpur Municipality,3
2020-05-23,2,Sarlahi,Kabilasi Municipality,4
2020-05-23,2,Sarlahi,Lalbandi Municipality,1
2020-05-23,3,Chitwan,Bharatpur Metropolitan City,1
2020-05-23,3,Kathmandu,Budhanilakantha Municipality,1
2020-05-23,5,Banke,Duduwa Rural Municipality,1
2020-05-23,5,Banke,Kohalpur Municipality,1
2020-05-23,5,Banke,Nepalgunj Submetropolitan City,1
2020-05-23,5,Banke,Rapti Sonari Rural Municipality,24
2020-05-23,5,Bardiya,Barbardiya Municipality,1
2020-05-23,5,Kapilbastu,Buddhabhumi Municipality,4
2020-05-23,5,Kapilbastu,Maharajgunj Municipality,1
2020-05-23,5,Kapilbastu,Shivaraj Municipality,3
2020-05-23,5,Rupandehi,Butwal Submetropolitan City,4
2020-05-23,5,Rupandehi,Gaidahawa Rural Municipality,1
2020-05-23,5,Rupandehi,Sainamaina Municipality,1
2020-05-23,5,Rupandehi,Siyari Rural Municipality,1
2020-05-23,5,Rupandehi,Tillotama Municipality,1
2020-05-23,6,Surkhet,Lekbeshi Municipality,3
2020-05-23,7,Baitadi,Patan Municipality,2
2020-05-23,7,Baitadi,Surnaya Rural Municipality,2
2020-05-24,1,Morang,Belbari Municipality,1
2020-05-24,2,Bara,Jitpur Simara Submetropolitan City,1
2020-05-24,2,Parsa,Parsagadhi Municipality,1
2020-05-24,2,Parsa,SakhuwaPrasauni Rural Municipality,2
2020-05-24,2,Rautahat,Gujara Municipality,1
2020-05-24,2,Sarlahi,Chandranagar Rural Municipality,1
2020-05-24,3,Kathmandu,Kathmandu Metropolitan City,1
2020-05-24,3,Nuwakot,Bidur Municipality,1
2020-05-24,5,Gulmi,Resunga Municipality,1
2020-05-24,5,Kapilbastu,Buddhabhumi Municipality,3
2020-05-24,5,Rupandehi,Butwal Submetropolitan City,1
2020-05-24,5,Rupandehi,Siyari Rural Municipality,2
2020-05-24,5,Rupandehi,Sudhdhodhan Rural Municipality,3
2020-05-25,2,Bara,Jitpur Simara Submetropolitan City,17
2020-05-25,2,Bara,Kalaiya Submetropolitan City,3
2020-05-25,2,Bara,Kolhabi Municipality,2
2020-05-25,2,Bara,Nijgadh Municipality,2
2020-05-25,2,Dhanusa,Janakpur Submetropolitan City,3
2020-05-25,2,Parsa,Parsagadhi Municipality,1
2020-05-25,2,Rautahat,Brindaban Municipality,2
2020-05-25,2,Rautahat,Chandrapur Municipality,2
2020-05-25,2,Rautahat,Gujara Municipality,19
2020-05-25,2,Rautahat,Katahariya Municipality,2
2020-05-25,2,Rautahat,Phatuwa Bijayapur Municipality,1
2020-05-25,2,Saptari,Rupani Rural Municipality,1
2020-05-25,2,Saptari,Shambhunath Municipality,1
2020-05-25,3,Kathmandu,Budhanilakantha Municipality,1
2020-05-25,3,Kathmandu,Kathmandu Metropolitan City,3
2020-05-25,5,Banke,Rapti Sonari Rural Municipality,4
2020-05-25,5,Bardiya,Barbardiya Municipality,4
2020-05-25,5,Kapilbastu,Buddhabhumi Municipality,2
2020-05-25,5,Kapilbastu,Maharajgunj Municipality,1
2020-05-25,6,Dailekh,Bhairabi Rural Municipality,4
2020-05-25,6,Dailekh,Mahabu Rural Municipality,3
2020-05-25,7,Achham,Mangalsen Municipality,1
2020-05-26,2,Bara,Jitpur Simara Submetropolitan City,1
2020-05-26,2,Bara,Kalaiya Submetropolitan City,1
2020-05-26,2,Bara,Kolhabi Municipality,1
2020-05-26,2,Dhanusa,Janakpur Submetropolitan City,1
2020-05-26,2,Mahottari,Bhangaha Municipality,2
2020-05-26,2,Rautahat,Brindaban Municipality,3
2020-05-26,2,Rautahat,Chandrapur Municipality,7
2020-05-26,2,Rautahat,Gujara Municipality,11
2020-05-26,2,Rautahat,Katahariya Municipality,1
2020-05-26,2,Siraha,Golbazar Municipality,4
2020-05-26,2,Siraha,Mirchaiya Municipality,1
2020-05-26,4,Syangja,Waling Municipality,2
2020-05-26,5,Arghakhanchi,Bhumekasthan Municipality,2
2020-05-26,5,Banke,Duduwa Rural Municipality,1
2020-05-26,5,Banke,Kohalpur Municipality,1
2020-05-26,5,Banke,Rapti Sonari Rural Municipality,6
2020-05-26,5,Gulmi,Resunga Municipality,2
2020-05-26,5,Kapilbastu,Buddhabhumi Municipality,26
2020-05-26,5,Rupandehi,Sudhdhodhan Rural Municipality,1
2020-05-26,6,Jumla,Chandannath Municipality,1
2020-05-26,6,Jumla,Tatopani Rural Municipality,1
2020-05-26,6,Surkhet,Bheriganga Municipality,1
2020-05-26,6,Surkhet,Gurbhakot Municipality,2
2020-05-26,6,Surkhet,Lekbeshi Municipality,9
2020-05-26,7,Achham,Dhakari Rural Municipality,1
2020-05-26,7,Kailali,Ghodaghodi Municipality,1
2020-05-27,1,Jhapa,Kankai Municipality,13
2020-05-27,1,Jhapa,Shivasataxi Municipality,4
2020-05-27,2,Bara,Jitpur Simara Submetropolitan City,4
2020-05-27,2,Bara,Kolhabi Municipality,3
2020-05-27,2,Rautahat,Brindaban Municipality,4
2020-05-27,2,Rautahat,Chandrapur Municipality,13
2020-05-27,2,Rautahat,Gujara Municipality,16
2020-05-27,2,Rautahat,Katahariya Municipality,3
2020-05-27,2,Saptari,Agnisair Krishna Savaran Rural Municipality,1
2020-05-27,2,Saptari,Khadak Municipality,1
2020-05-27,2,Saptari,Rupani Rural Municipality,3
2020-05-27,2,Saptari,Shambhunath Municipality,6
2020-05-27,2,Siraha,Golbazar Municipality,1
2020-05-27,2,Siraha,Naraha Rural Municipality,1
2020-05-27,3,Makwanpur,Bhimphedi Rural Municipality,1
2020-05-27,4,Baglung,Dhorpatan Municipality,1
2020-05-27,4,Baglung,Taman Khola Rural Municipality,3
2020-05-27,4,Baglung,Tara Khola Rural Municipality,1
2020-05-27,4,Myagdi,Malika Rural Municipality,1
2020-05-27,5,Banke,Kohalpur Municipality,4
2020-05-27,5,Banke,Rapti Sonari Rural Municipality,12
2020-05-27,5,Dang,Ghorahi Submetropolitan City,1
2020-05-27,5,Dang,Lamahi Municipality,6
2020-05-27,5,Dang,Tulsipur Submetropolitan City,8
2020-05-27,5,Rukum East,Sisne Rural Municipality,3
2020-05-28,1,Jhapa,Kankai Municipality,21
2020-05-28,1,Jhapa,Shivasataxi Municipality,4
2020-05-28,1,Solukhumbu,Khumbupasanglahmu Rural Municipality,1
2020-05-28,2,Dhanusa,Janakpur Submetropolitan City,28
2020-05-28,2,Mahottari,Aurahi Municipality,6
2020-05-28,2,Mahottari,Bardibas Municipality,1
2020-05-28,2,Mahottari,Bhangaha Municipality,4
2020-05-28,2,Mahottari,Gaushala Municipality,5
2020-05-28,2,Mahottari,Pipra Rural Municipality,1
2020-05-28,2,Mahottari,Sonama Rural Municipality,1
2020-05-28,2,Rautahat,Brindaban Municipality,1
2020-05-28,2,Rautahat,Chandrapur Municipality,7
2020-05-28,2,Rautahat,Gujara Municipality,12
2020-05-28,2,Saptari,Rupani Rural Municipality,5
2020-05-28,2,Saptari,Shambhunath Municipality,9
2020-05-28,2,Sarlahi,Chandranagar Rural Municipality,2
2020-05-28,2,Sarlahi,Haripur Municipality,2
2020-05-28,2,Sarlahi,Kabilasi Municipality,3
2020-05-28,2,Siraha,Golbazar Municipality,6
2020-05-28,3,Dolakha,Bigu Rural Municipality,2
2020-05-28,3,Makwanpur,Bhimphedi Rural Municipality,1
2020-05-28,4,Nawalparasi East,Kawasoti Municipality,1
2020-05-28,4,Syangja,Bhirkot Municipality,3
2020-05-28,5,Banke,Rapti Sonari Rural Municipality,1
2020-05-28,5,Bardiya,Barbardiya Municipality,3
2020-05-28,6,Dailekh,Bhairabi Rural Municipality,4
2020-05-28,6,Dailekh,Mahabu Rural Municipality,4
2020-05-28,6,Surkhet,Lekbeshi Municipality,14
2020-05-28,7,Bajhang,Kanda Rural Municipality,1
2020-05-28,7,Darchula,Apihimal Rural Municipality,1
2020-05-28,7,Kailali,Ghodaghodi Municipality,1
2020-05-28,7,Kailali,Mohanyal Rural Municipality,1
2020-05-29,1,Jhapa,Arjundhara Municipality,3
2020-05-29,1,Jhapa,Kankai Municipality,24
2020-05-29,1,Jhapa,Shivasataxi Municipality,1
2020-05-29,2,Bara,Jitpur Simara Submetropolitan City,2
2020-05-29,2,Bara,Kolhabi Municipality,2
2020-05-29,2,Parsa,Parsagadhi Municipality,2
2020-05-29,2,Parsa,SakhuwaPrasauni Rural Municipality,3
2020-05-29,2,Rautahat,Brindaban Municipality,2
2020-05-29,2,Rautahat,Chandrapur Municipality,14
2020-05-29,2,Rautahat,Gujara Municipality,40
2020-05-29,2,Saptari,Rupani Rural Municipality,1
2020-05-29,2,Saptari,Shambhunath Municipality,3
2020-05-29,2,Sarlahi,Chandranagar Rural Municipality,3
2020-05-29,2,Sarlahi,Kabilasi Municipality,2
2020-05-29,4,Myagdi,Dhaulagiri Rural Municipality,1
2020-05-29,4,Nawalparasi East,Binayee Tribeni Rural Municipality,2
2020-05-29,5,Arghakhanchi,Bhumekasthan Municipality,1
2020-05-29,5,Banke,Rapti Sonari Rural Municipality,10
2020-05-29,5,Dang,Tulsipur Submetropolitan City,2
2020-05-29,5,Kapilbastu,Buddhabhumi Municipality,51
2020-05-29,5,Rupandehi,Siyari Rural Municipality,1
2020-05-30,1,Jhapa,Kankai Municipality,1
2020-05-30,1,Sankhuwasabha,Makalu Rural Municipality,2
2020-05-30,2,Bara,Jitpur Simara Submetropolitan City,1
2020-05-30,2,Dhanusa,Janakpur Submetropolitan City,7
2020-05-30,2,Mahottari,Aurahi Municipality,2
2020-05-30,2,Mahottari,Bhangaha Municipality,2
2020-05-30,2,Parsa,Parsagadhi Municipality,2
2020-05-30,2,Rautahat,Brindaban Municipality,2
2020-05-30,2,Rautahat,Chandrapur Municipality,1
2020-05-30,2,Rautahat,Gujara Municipality,3
2020-05-30,2,Saptari,Rupani Rural Municipality,8
2020-05-30,2,Saptari,Shambhunath Municipality,1
2020-05-30,2,Sarlahi,Chandranagar Rural Municipality,9
2020-05-30,2,Sarlahi,Kabilasi Municipality,8
2020-05-30,2,Siraha,Golbazar Municipality,5
2020-05-30,2,Siraha,Naraha Rural Municipality,6
2020-05-30,3,Lalitpur,Konjyosom Rural Municipality,1
2020-05-30,5,Dang,Tulsipur Submetropolitan City,5
2020-05-30,5,Kapilbastu,Buddhabhumi Municipality,109
2020-05-30,6,Dailekh,Bhairabi Rural Municipality,8
2020-05-30,6,Dailekh,Mahabu Rural Municipality,6
2020-05-31,1,Jhapa,Kankai Municipality,4
2020-05-31,1,Morang,Belbari Municipality,1
2020-05-31,2,Dhanusa,Janakpur Submetropolitan City,21
2020-05-31,2,Parsa,Parsagadhi Municipality,4
2020-05-31,2,Parsa,SakhuwaPrasauni Rural Municipality,1
2020-05-31,2,Rautahat,Brindaban Municipality,1
2020-05-31,2,Rautahat,Chandrapur Municipality,16
2020-05-31,2,Rautahat,Gujara Municipality,12
2020-05-31,2,Saptari,Rupani Rural Municipality,6
2020-05-31,2,Saptari,Shambhunath Municipality,6
2020-05-31,2,Sarlahi,Chandranagar Rural Municipality,6
2020-05-31,2,Sarlahi,Haripur Municipality,2
2020-05-31,2,Sarlahi,Kabilasi Municipality,2
2020-05-31,4,Syangja,Bhirkot Municipality,2
2020-05-31,4,Tanahu,Rhishing Rural Municipality,1
2020-05-31,5,Banke,Rapti Sonari Rural Municipality,8
2020-05-31,5,Kapilbastu,Buddhabhumi Municipality,5
2020-05-31,6,Dailekh,Bhairabi Rural Municipality,8
2020-05-31,6,Dailekh,Mahabu Rural Municipality,10
2020-05-31,6,Kalikot,Pachaljharana Rural Municipality,18
2020-05-31,6,Salyan,Kalimati Rural Municipality,3
2020-05-31,6,Salyan,Sharada Municipality,22
2020-05-31,6,Surkhet,Lekbeshi Municipality,1
2020-05-31,7,Bajura,Himali Rural Municipality,3
2020-05-31,7,Kailali,Mohanyal Rural Municipality,3
2020-06-01,1,Jhapa,Barhadashi Rural Municipality,2
2020-06-01,1,Udayapur,Triyuga Municipality,1
2020-06-01,2,Dhanusa,Dhanusadham Municipality,7
2020-06-01,2,Mahottari,Aurahi Municipality,2
2020-06-01,2,Rautahat,Brindaban Municipality,18
2020-06-01,2,Sarlahi,Haripur Municipality,38
2020-06-01,2,Siraha,Dhangadhimai Municipality,5
2020-06-01,3,Dolakha,Bigu Rural Municipality,1
2020-06-01,3,Makwanpur,Makawanpurgadhi Rural Municipality,1
2020-06-01,4,Nawalparasi East,Binayee Tribeni Rural Municipality,1
2020-06-01,4,Nawalparasi East,Hupsekot Rural Municipality,3
2020-06-01,5,Banke,Rapti Sonari Rural Municipality,7
2020-06-01,5,Dang,Ghorahi Submetropolitan City,9
2020-06-01,5,Gulmi,Gulmidarbar Rural Municipality,1
2020-06-01,5,Kapilbastu,Buddhabhumi Municipality,51
2020-06-01,5,Palpa,Mathagadhi Rural Municipality,1
2020-06-01,5,Palpa,Rambha Rural Municipality,1
2020-06-01,5,Rupandehi,Siyari Rural Municipality,1
2020-06-01,5,Rupandehi,Sudhdhodhan Rural Municipality,1
2020-06-01,6,Dailekh,Mahabu Rural Municipality,60
2020-06-01,6,Salyan,Sharada Municipality,10
2020-06-01,6,Surkhet,Birendranagar Municipality,5
2020-06-01,7,Achham,Mangalsen Municipality,1
2020-06-01,7,Baitadi,Patan Municipality,1
2020-06-01,7,Doti,Shikhar Municipality,1
2020-06-01,7,Kailali,Gauriganga Municipality,14
2020-06-01,7,Kanchanpur,Shuklaphanta National Park National Park,1
2020-06-02,1,Sunsari,Ramdhuni Municipality,1
2020-06-02,2,Bara,Jitpur Simara Submetropolitan City,1
2020-06-02,2,Dhanusa,Dhanusadham Municipality,6
2020-06-02,2,Mahottari,Aurahi Municipality,2
2020-06-02,2,Rautahat,Brindaban Municipality,74
2020-06-02,2,Sarlahi,Haripur Municipality,21
2020-06-02,2,Siraha,Dhangadhimai Municipality,17
2020-06-02,3,Bhaktapur,Bhaktapur Municipality,1
2020-06-02,3,Dhading,Netrawati Rural Municipality,1
2020-06-02,3,Kathmandu,Budhanilakantha Municipality,4
2020-06-02,3,Nuwakot,Suryagadhi Rural Municipality,2
2020-06-02,4,Nawalparasi East,Hupsekot Rural Municipality,1
2020-06-02,4,Parbat,Kushma Municipality,5
2020-06-02,4,Syangja,Bhirkot Municipality,5
2020-06-02,5,Banke,Rapti Sonari Rural Municipality,17
2020-06-02,5,Bardiya,Bardiya National Park National Park,3
2020-06-02,5,Dang,Ghorahi Submetropolitan City,17
2020-06-02,5,Kapilbastu,Buddhabhumi Municipality,16
2020-06-02,5,Nawalparasi West,Sarawal Rural Municipality,1
2020-06-02,5,Pyuthan,Pyuthan Municipality,1
2020-06-02,5,Rupandehi,Siyari Rural Municipality,10
2020-06-02,6,Dailekh,Mahabu Rural Municipality,9
2020-06-02,6,Salyan,Sharada Municipality,18
2020-06-02,6,Surkhet,Birendranagar Municipality,27
2020-06-02,7,Achham,Mangalsen Municipality,10
2020-06-02,7,Kailali,Gauriganga Municipality,10
2020-06-02,7,Kanchanpur,Shuklaphanta National Park National Park,8
2020-06-03,1,Dhankuta,Dhankuta Municipality,1
2020-06-03,1,Jhapa,Barhadashi Rural Municipality,2
2020-06-03,1,Morang,Belbari Municipality,2
2020-06-03,1,Panchthar,Phidim Municipality,1
2020-06-03,1,Sunsari,Ramdhuni Municipality,7
2020-06-03,1,Taplejung,Phaktanglung Rural Municipality,3
2020-06-03,1,Terhathum,Phedap Rural Municipality,1
2020-06-03,2,Dhanusa,Dhanusadham Municipality,1
2020-06-03,2,Mahottari,Aurahi Municipality,9
2020-06-03,2,Parsa,Paterwasugauli Rural Municipality,8
2020-06-03,2,Rautahat,Brindaban Municipality,11
2020-06-03,2,Saptari,Rupani Rural Municipality,1
2020-06-03,2,Sarlahi,Haripur Municipality,15
2020-06-03,3,Kathmandu,Budhanilakantha Municipality,3
2020-06-03,3,Sindhupalchok,Jugal Rural Municipality,1
2020-06-03,5,Dang,Ghorahi Submetropolitan City,5
2020-06-03,5,Kapilbastu,Buddhabhumi Municipality,69
2020-06-03,5,Nawalparasi West,Sarawal Rural Municipality,8
2020-06-03,5,Palpa,Mathagadhi Rural Municipality,2
2020-06-03,5,Pyuthan,Pyuthan Municipality,2
2020-06-03,5,Rupandehi,Siyari Rural Municipality,27
2020-06-03,6,Dailekh,Mahabu Rural Municipality,7
2020-06-03,6,Kalikot,Pachaljharana Rural Municipality,7
2020-06-03,6,Salyan,Sharada Municipality,3
2020-06-03,7,Doti,Shikhar Municipality,2
2020-06-03,7,Kailali,Gauriganga Municipality,3
2020-06-04,1,Jhapa,Barhadashi Rural Municipality,5
2020-06-04,1,Khotang,Rupakot Majhuwagadhi Municipality,3
2020-06-04,1,Morang,Belbari Municipality,2
2020-06-04,1,Taplejung,Phaktanglung Rural Municipality,1
2020-06-04,2,Bara,Jitpur Simara Submetropolitan City,12
2020-06-04,2,Dhanusa,Dhanusadham Municipality,6
2020-06-04,2,Mahottari,Aurahi Municipality,3
2020-06-04,2,Parsa,Paterwasugauli Rural Municipality,1
2020-06-04,2,Rautahat,Brindaban Municipality,65
2020-06-04,2,Saptari,Rupani Rural Municipality,13
2020-06-04,2,Sarlahi,Haripur Municipality,3
2020-06-04,3,Sindhuli,Kamalamai Municipality,1
2020-06-04,4,Baglung,Dhorpatan Municipality,10
2020-06-04,4,Myagdi,Raghuganga Rural Municipality,1
